Tuned,Dataset,Regressor,Hyper_param_method,Validation_method,n_splits,score_train,score_test,MAE,MSE,RMSE,MedianAE,R2,best_params,best_score, cross_val_score,cross_val_score_valid,cross_val_score_mean,cross_val_score_vslid_mean,target_values,predicted_target_values,time_tuning
0,maxwell,CART,grid search,,5,1.0,0.725620593578163,1266.6923076923076,3471028.3846153845,1863.0696134646673,766.0,73.0,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 42, 'splitter': 'best'}",-87926206.00444444,"[-90275386.8, -98020567.4, -174827080.6, -39528494.0, -36979501.222222224]","[-90275386.8, -98020567.4, -174827080.6, -39528494.0, -36979501.222222224]",-87926206.00444444,-87926206.00444444,"[13700.0, 1798.0, 7871.0, 6816.0, 4047.0, 5279.0, 1755.0, 7184.0, 4456.0, 1100.0, 583.0, 4224.0, 845.0]","[9125.0, 1981.0, 7105.0, 7451.0, 2330.0, 1651.0, 1520.0, 9369.0, 4557.0, 2330.0, 796.0, 3440.0, 1060.0]",0:00:00.002000
1,maxwell,CART,grid search,KFold,5,0.8357591281735595,-0.011322481490689817,2841.8939708939706,12793704.473057259,3576.8288291526137,2903.459459459459,-1.0,"{'model__max_depth': 2, 'model__max_features': None}",-56937831.75686077,"[-63802575.893132165, -50347467.01328125, -76890862.19007109, -47237811.98348075, -46410441.70433862]","[-63802575.893132165, -50347467.01328125, -76890862.19007109, -47237811.98348075, -46410441.70433862]",-56937831.75686077,-56937831.75686077,"[13700.0, 1798.0, 7871.0, 6816.0, 4047.0, 5279.0, 1755.0, 7184.0, 4456.0, 1100.0, 583.0, 4224.0, 845.0]","[4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541]",0:00:00.272488
1,maxwell,CART,grid search,RepeatedKFold,5,0.6845672798714482,-0.5195723199927706,3410.6619822485204,19223303.687236857,4384.4388109810425,1791.0,-52.0,"{'model__max_depth': 2, 'model__max_features': 'sqrt'}",-109784659.28218728,"[-87104911.33271694, -243915375.03440085, -238207718.98958334, -22025014.659763314, -101337398.41942555]","[-283395811.4666667, -84780158.85694674, -53649672.71875, -14248002.253195759, -10618961.393333333, -41115450.69710744, -17246828.6770202, -33709668.30759736, -117911925.33705041, -523363466.87791485, -124432562.34570697, -179761816.4685521, -64436650.718795516, -85154672.2897959, -12944240.824376088]",-138518083.687178,-109784659.28218728,"[13700.0, 1798.0, 7871.0, 6816.0, 4047.0, 5279.0, 1755.0, 7184.0, 4456.0, 1100.0, 583.0, 4224.0, 845.0]","[6884.384615384615, 8493.625, 8493.625, 8493.625, 2891.0, 8493.625, 2891.0, 6884.384615384615, 8493.625, 2891.0, 8493.625, 2891.0, 8493.625]",0:00:00.363824
1,maxwell,CART,grid search,HoldOut,5,0.8357591281735595,-0.011322481490689817,2841.8939708939706,12793704.473057259,3576.8288291526137,2903.459459459459,-1.0,"{'model__max_depth': 2, 'model__max_features': None}",-118929859.71407709,"[-63802575.893132165, -50347467.01328125, -76890862.19007109, -47237811.98348075, -46410441.70433862]",[-118929859.71407709],-56937831.75686077,-118929859.71407709,"[13700.0, 1798.0, 7871.0, 6816.0, 4047.0, 5279.0, 1755.0, 7184.0, 4456.0, 1100.0, 583.0, 4224.0, 845.0]","[4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541, 4967.540540540541]",0:00:00.052556
1,maxwell,CART,grid search,RepeatedHoldOut,5,0.9893585789989627,0.5151761266703732,1712.8076923076924,6133249.750089033,2476.539874520302,1148.8333333333335,52.0,"{'model__max_depth': 5, 'model__max_features': None}",-77330200.4014394,"[-60085661.82423469, -112116689.41424999, -93027823.53334567, -38218546.13926531, -32816509.452522676]","[-213341039.87678808, -30225021.015680473, -41164075.06001235, -48636615.185271606, -53284250.869444445]",-67253046.07272367,-77330200.4014394,"[13700.0, 1798.0, 7871.0, 6816.0, 4047.0, 5279.0, 1755.0, 7184.0, 4456.0, 1100.0, 583.0, 4224.0, 845.0]","[7076.625, 1373.7777777777778, 9413.0, 9413.0, 1373.7777777777778, 1373.7777777777778, 3075.1666666666665, 7076.625, 4124.25, 1373.7777777777778, 1373.7777777777778, 3075.1666666666665, 1373.7777777777778]",0:00:00.155575
1,maxwell,CART,grid search,Bootstrap,5,1.0,0.725620593578163,1266.6923076923076,3471028.3846153845,1863.0696134646673,766.0,73.0,"{'model__max_depth': None, 'model__max_features': None}",-94638831.20953889,"[-90275386.8, -98020567.4, -174827080.6, -39528494.0, -36979501.222222224]","[-76940608.05263157, -63748712.35, -65083741.5, -59374993.47058824, -32680916.29411765, -29452154.727272727, -162450466.0526316, -157787942.7647059, -35676974.3125, -31514095.42105263, -87388456.0, -200574891.5882353, -222209685.94444445, -58708451.421052635, -219482780.05882353, -85320141.90476191, -89302876.41176471, -175194670.9473684, -137670846.0526316, -333263827.88235295, -51617449.705882356, -59784054.64705882, -44130264.333333336, -51124093.4, -74963004.72222222, -179610208.9375, -56464932.473684214, -56118038.333333336, -171490521.0909091, -51323151.05555555, -107178272.92857143, -85454007.27777778, -59023318.875, -270569875.75, -52081504.05, -312957241.15789473, -92246773.0, -220835104.125, -23963110.6875, -79456685.6, -45770001.88235294, -237788467.2777778, -56953732.36363637, -98534706.22222222, -51686938.277777776, -266532012.2857143, -32806260.210526317, -58569093.692307696, -45016711.0, -61512203.058823526]",-87926206.00444444,-107587779.43158594,"[13700.0, 1798.0, 7871.0, 6816.0, 4047.0, 5279.0, 1755.0, 7184.0, 4456.0, 1100.0, 583.0, 4224.0, 845.0]","[9125.0, 1981.0, 7105.0, 7451.0, 2330.0, 1651.0, 1520.0, 9369.0, 4557.0, 2330.0, 796.0, 3440.0, 1060.0]",0:00:01.062996
0,maxwell,CART,random search,,5,1.0,0.725620593578163,1266.6923076923076,3471028.3846153845,1863.0696134646673,766.0,73.0,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 42, 'splitter': 'best'}",-87926206.00444444,"[-90275386.8, -98020567.4, -174827080.6, -39528494.0, -36979501.222222224]","[-90275386.8, -98020567.4, -174827080.6, -39528494.0, -36979501.222222224]",-87926206.00444444,-87926206.00444444,"[13700.0, 1798.0, 7871.0, 6816.0, 4047.0, 5279.0, 1755.0, 7184.0, 4456.0, 1100.0, 583.0, 4224.0, 845.0]","[9125.0, 1981.0, 7105.0, 7451.0, 2330.0, 1651.0, 1520.0, 9369.0, 4557.0, 2330.0, 796.0, 3440.0, 1060.0]",0:00:00.002001
1,maxwell,CART,random search,KFold,5,0.9975394108396121,0.2628704016646686,2587.2461538461544,9325035.695384616,3053.692141553339,2063.0,26.0,"{'model__max_depth': 6, 'model__max_features': 0.44555916400773216}",-81277122.08137655,"[-15135678.144, -110841199.6, -149768086.7885, -48226933.7, -82413712.17438272]","[-15135678.144, -110841199.6, -149768086.7885, -48226933.7, -82413712.17438272]",-81277122.08137655,-81277122.08137655,"[13700.0, 1798.0, 7871.0, 6816.0, 4047.0, 5279.0, 1755.0, 7184.0, 4456.0, 1100.0, 583.0, 4224.0, 845.0]","[11900.0, 2379.0, 9347.6, 9347.6, 9247.0, 2379.0, 5578.0, 9247.0, 9347.6, 1114.4, 2379.0, 9247.0, 2379.0]",0:00:00.228767
1,maxwell,CART,random search,RepeatedKFold,5,1.0,0.11248460923211312,2677.230769230769,11227486.615384616,3350.744188293791,2453.0,11.0,"{'model__max_depth': 15, 'model__max_features': 0.8123957592679836}",-95663808.85925926,"[-58217799.5, -270571794.5, -241835595.2, -14848219.6, -40681779.0]","[-319918748.8, -67014860.9, -73943722.1, -5700969.6, -14214616.555555556, -30487176.6, -23790928.5, -30360365.4, -79699276.9, -488430598.7777778, -36245450.8, -125615024.0, -33811006.2, -81618121.2, -24106266.555555556]",-125231037.56000002,-95663808.85925926,"[13700.0, 1798.0, 7871.0, 6816.0, 4047.0, 5279.0, 1755.0, 7184.0, 4456.0, 1100.0, 583.0, 4224.0, 845.0]","[11039.0, 8117.0, 10447.0, 8117.0, 9369.0, 2826.0, 1060.0, 5787.0, 9700.0, 1233.0, 900.0, 9125.0, 2330.0]",0:00:00.396749
1,maxwell,CART,random search,HoldOut,5,1.0,0.7024318043543991,1315.4615384615386,3764377.4615384615,1940.2003663380908,644.0,70.0,"{'model__max_depth': 12, 'model__max_features': 0.9569868963110251}",-138371542.8,"[-99146061.3, -84567021.7, -181033474.2, -41178986.9, -32567773.666666668]",[-138371542.8],-87698663.55333333,-138371542.8,"[13700.0, 1798.0, 7871.0, 6816.0, 4047.0, 5279.0, 1755.0, 7184.0, 4456.0, 1100.0, 583.0, 4224.0, 845.0]","[9125.0, 1981.0, 10447.0, 7105.0, 1651.0, 1651.0, 1745.0, 8117.0, 5100.0, 1651.0, 900.0, 3440.0, 1060.0]",0:00:00.055943
